bioguide_id,name,wikipedia_link
R000578,"Rep. David G. Reichert (R, WA-8)",http://en.wikipedia.org/wiki/Dave_Reichert
M001160,"Rep. Gwen Moore (D, WI-4)",http://en.wikipedia.org/wiki/Gwen_Moore
M001163,"Rep. Doris O. Matsui (D, CA-6)",http://en.wikipedia.org/wiki/Doris_Matsui
C000542,"Sen. Daniel Coats (R, IN)",http://en.wikipedia.org/wiki/Dan_Coats
N000127,"Rep. Richard M. Nolan (D, MN-8)",http://en.wikipedia.org/wiki/Rick_Nolan
S001154,"Rep. Bill Shuster (R, PA-9)",http://en.wikipedia.org/wiki/Bill_Shuster
S000937,"Rep. Steve Stockman (R, TX-36)",http://en.wikipedia.org/wiki/Steve_Stockman
C001064,"Rep. John Campbell (R, CA-45)",http://en.wikipedia.org/wiki/John_B._T._Campbell_III
S001165,"Rep. Albio Sires (D, NJ-8)",http://en.wikipedia.org/wiki/Albio_Sires
M001166,"Rep. Jerry McNerney (D, CA-9)",http://en.wikipedia.org/wiki/Jerry_McNerney
M001165,"Rep. Kevin McCarthy (R, CA-23)",http://en.wikipedia.org/wiki/Kevin_McCarthy_(California_politician)
L000564,"Rep. Doug Lamborn (R, CO-5)",http://en.wikipedia.org/wiki/Doug_Lamborn
P000593,"Rep. Ed Perlmutter (D, CO-7)",http://en.wikipedia.org/wiki/Ed_Perlmutter
C001069,"Rep. Joe Courtney (D, CT-2)",http://en.wikipedia.org/wiki/Joe_Courtney_(politician)
M001169,"Sen. Christopher Murphy (D, CT)",http://en.wikipedia.org/wiki/Chris_Murphy_(politician)
C001066,"Rep. Kathy Castor (D, FL-14)",http://en.wikipedia.org/wiki/Kathy_Castor
B001260,"Rep. Vern Buchanan (R, FL-16)",http://en.wikipedia.org/wiki/Vern_Buchanan
J000288,"Rep. Henry C. ""Hank"" Johnson Jr. (D, GA-4)",http://en.wikipedia.org/wiki/Hank_Johnson
H001042,"Sen. Mazie K. Hirono (D, HI)",http://en.wikipedia.org/wiki/Mazie_Hirono
R000580,"Rep. Peter J. Roskam (R, IL-6)",http://en.wikipedia.org/wiki/Peter_Roskam
D000607,"Sen. Joe Donnelly (D, IN)",http://en.wikipedia.org/wiki/Joe_Donnelly
B001259,"Rep. Bruce L. Braley (D, IA-1)",http://en.wikipedia.org/wiki/Bruce_Braley
L000565,"Rep. David Loebsack (D, IA-2)",http://en.wikipedia.org/wiki/David_Loebsack
Y000062,"Rep. John A. Yarmuth (D, KY-3)",http://en.wikipedia.org/wiki/John_Yarmuth
S001168,"Rep. John P. Sarbanes (D, MD-3)",http://en.wikipedia.org/wiki/John_Sarbanes
W000798,"Rep. Tim Walberg (R, MI-7)",http://en.wikipedia.org/wiki/Tim_Walberg
W000799,"Rep. Timothy J. Walz (D, MN-1)",http://en.wikipedia.org/wiki/Tim_Walz
E000288,"Rep. Keith Ellison (D, MN-5)",http://en.wikipedia.org/wiki/Keith_Ellison
B001256,"Rep. Michele Bachmann (R, MN-6)",http://en.wikipedia.org/wiki/Michele_Bachmann
S001172,"Rep. Adrian Smith (R, NE-3)",http://en.wikipedia.org/wiki/Adrian_Smith_(politician)
H001041,"Sen. Dean Heller (R, NV)",http://en.wikipedia.org/wiki/Dean_Heller
S001170,"Rep. Carol Shea-Porter (D, NH-1)",http://en.wikipedia.org/wiki/Carol_Shea-Porter
C001067,"Rep. Yvette D. Clarke (D, NY-9)",http://en.wikipedia.org/wiki/Yvette_Clarke
G000555,"Sen. Kirsten E. Gillibrand (D, NY)",http://en.wikipedia.org/wiki/Kirsten_Gillibrand
J000289,"Rep. Jim Jordan (R, OH-4)",http://en.wikipedia.org/wiki/Jim_Jordan_(Ohio_politician)
C001068,"Rep. Steve Cohen (D, TN-9)",http://en.wikipedia.org/wiki/Steve_Cohen
W000800,"Rep. Peter Welch (D, VT-0)",http://en.wikipedia.org/wiki/Peter_Welch
K000367,"Sen. Amy Klobuchar (D, MN)",http://en.wikipedia.org/wiki/Amy_Klobuchar
M001170,"Sen. Claire McCaskill (D, MO)",http://en.wikipedia.org/wiki/Claire_McCaskill
T000464,"Sen. Jon Tester (D, MT)",http://en.wikipedia.org/wiki/Jon_Tester
C001070,"Sen. Robert P. Casey, Jr. (D, PA)","http://en.wikipedia.org/wiki/Bob_Casey,_Jr."
W000802,"Sen. Sheldon Whitehouse (D, RI)",http://en.wikipedia.org/wiki/Sheldon_Whitehouse
C001071,"Sen. Bob Corker (R, TN)",http://en.wikipedia.org/wiki/Bob_Corker
B001257,"Rep. Gus M. Bilirakis (R, FL-12)",http://en.wikipedia.org/wiki/Gus_Bilirakis
B001261,"Sen. John Barrasso (R, WY)",http://en.wikipedia.org/wiki/John_Barrasso
B001262,"Rep. Paul C. Broun (R, GA-10)",http://en.wikipedia.org/wiki/Paul_Broun
T000465,"Rep. Niki Tsongas (D, MA-3)",http://en.wikipedia.org/wiki/Niki_Tsongas
W000804,"Rep. Robert J. Wittman (R, VA-1)",http://en.wikipedia.org/wiki/Rob_Wittman
L000566,"Rep. Robert E. Latta (R, OH-5)",http://en.wikipedia.org/wiki/Bob_Latta
F000454,"Rep. Bill Foster (D, IL-11)",http://en.wikipedia.org/wiki/Bill_Foster_(Illinois_politician)
C001072,"Rep. AndrÃ© Carson (D, IN-7)",http://en.wikipedia.org/wiki/Andr%C3%A9_Carson
S001175,"Rep. Jackie Speier (D, CA-14)",http://en.wikipedia.org/wiki/Jackie_Speier
S001176,"Rep. Steve Scalise (R, LA-1)",http://en.wikipedia.org/wiki/Steve_Scalise
E000290,"Rep. Donna F. Edwards (D, MD-4)",http://en.wikipedia.org/wiki/Donna_Edwards
C001075,"Rep. Bill Cassidy (R, LA-6)",http://en.wikipedia.org/wiki/Bill_Cassidy
C001076,"Rep. Jason Chaffetz (R, UT-3)",http://en.wikipedia.org/wiki/Jason_Chaffetz
C001077,"Rep. Mike Coffman (R, CO-6)",http://en.wikipedia.org/wiki/Mike_Coffman
C001078,"Rep. Gerald E. Connolly (D, VA-11)",http://en.wikipedia.org/wiki/Gerry_Connolly
F000456,"Rep. John Fleming (R, LA-4)",http://en.wikipedia.org/wiki/John_Fleming_(U.S._politician)
G000556,"Rep. Alan Grayson (D, FL-9)",http://en.wikipedia.org/wiki/Alan_Grayson
G000558,"Rep. Brett Guthrie (R, KY-2)",http://en.wikipedia.org/wiki/Brett_Guthrie
H001045,"Rep. Gregg Harper (R, MS-3)",http://en.wikipedia.org/wiki/Gregg_Harper
H001046,"Sen. Martin Heinrich (D, NM)",http://en.wikipedia.org/wiki/Martin_Heinrich
H001047,"Rep. James A. Himes (D, CT-4)",http://en.wikipedia.org/wiki/Jim_Himes
H001048,"Rep. Duncan Hunter (R, CA-50)",http://en.wikipedia.org/wiki/Duncan_D._Hunter
J000290,"Rep. Lynn Jenkins (R, KS-2)",http://en.wikipedia.org/wiki/Lynn_Jenkins
K000368,"Rep. Ann Kirkpatrick (D, AZ-1)",http://en.wikipedia.org/wiki/Ann_Kirkpatrick
L000567,"Rep. Leonard Lance (R, NJ-7)",http://en.wikipedia.org/wiki/Leonard_Lance
L000569,"Rep. Blaine Luetkemeyer (R, MO-3)",http://en.wikipedia.org/wiki/Blaine_Luetkemeyer
L000570,"Rep. Ben Ray LujÃ¡n (D, NM-3)",http://en.wikipedia.org/wiki/Ben_R._Luj%C3%A1n
L000571,"Rep. Cynthia M. Lummis (R, WY-0)",http://en.wikipedia.org/wiki/Cynthia_Lummis
M001177,"Rep. Tom McClintock (R, CA-4)",http://en.wikipedia.org/wiki/Tom_McClintock
M001171,"Rep. Daniel B. Maffei (D, NY-24)",http://en.wikipedia.org/wiki/Dan_Maffei
O000168,"Rep. Pete Olson (R, TX-22)",http://en.wikipedia.org/wiki/Pete_Olson
P000594,"Rep. Erik Paulsen (R, MN-3)",http://en.wikipedia.org/wiki/Erik_Paulsen
P000595,"Rep. Gary C. Peters (D, MI-14)",http://en.wikipedia.org/wiki/Gary_Peters_(Michigan_politician)
P000596,"Res.Comm. Pedro R. Pierluisi (D, PR-0)",http://en.wikipedia.org/wiki/Pedro_Pierluisi
P000597,"Rep. Chellie Pingree (D, ME-1)",http://en.wikipedia.org/wiki/Chellie_Pingree
P000598,"Rep. Jared Polis (D, CO-2)",http://en.wikipedia.org/wiki/Jared_Polis
P000599,"Rep. Bill Posey (R, FL-8)",http://en.wikipedia.org/wiki/Bill_Posey
R000582,"Rep. David P. Roe (R, TN-1)",http://en.wikipedia.org/wiki/Phil_Roe_(politician)
R000583,"Rep. Thomas J. Rooney (R, FL-17)",http://en.wikipedia.org/wiki/Tom_Rooney_(politician)
S001177,"Del. Gregorio Kilili Camacho Sablan (D, MP-0)",http://en.wikipedia.org/wiki/Gregorio_Sablan
S001179,"Rep. Aaron Schock (R, IL-18)",http://en.wikipedia.org/wiki/Aaron_Schock
S001180,"Rep. Kurt Schrader (D, OR-5)",http://en.wikipedia.org/wiki/Kurt_Schrader
T000467,"Rep. Glenn Thompson (R, PA-5)",http://en.wikipedia.org/wiki/Glenn_Thompson_(politician)
T000468,"Rep. Dina Titus (D, NV-1)",http://en.wikipedia.org/wiki/Dina_Titus
T000469,"Rep. Paul Tonko (D, NY-20)",http://en.wikipedia.org/wiki/Paul_Tonko
J000291,"Sen. Mike Johanns (R, NE)",http://en.wikipedia.org/wiki/Mike_Johanns
W000805,"Sen. Mark R. Warner (D, VA)",http://en.wikipedia.org/wiki/Mark_Warner
R000584,"Sen. James E. Risch (R, ID)",http://en.wikipedia.org/wiki/Jim_Risch
S001181,"Sen. Jeanne Shaheen (D, NH)",http://en.wikipedia.org/wiki/Jeanne_Shaheen
H001049,"Sen. Kay R. Hagan (D, NC)",http://en.wikipedia.org/wiki/Kay_Hagan
M001176,"Sen. Jeff Merkley (D, OR)",http://en.wikipedia.org/wiki/Jeff_Merkley
B001265,"Sen. Mark Begich (D, AK)",http://en.wikipedia.org/wiki/Mark_Begich
F000455,"Rep. Marcia L. Fudge (D, OH-11)",http://en.wikipedia.org/wiki/Marcia_Fudge
B001267,"Sen. Michael F. Bennet (D, CO)",http://en.wikipedia.org/wiki/Michael_Bennet
Q000023,"Rep. Mike Quigley (D, IL-5)",http://en.wikipedia.org/wiki/Mike_Quigley_(politician)
F000457,"Sen. Al Franken (D, MN)",http://en.wikipedia.org/wiki/Al_Franken
C001080,"Rep. Judy Chu (D, CA-27)",http://en.wikipedia.org/wiki/Judy_Chu
G000559,"Rep. John Garamendi (D, CA-3)",http://en.wikipedia.org/wiki/John_Garamendi
O000169,"Rep. William L. Owens (D, NY-21)",http://en.wikipedia.org/wiki/Bill_Owens_(congressman)
D000610,"Rep. Theodore E. Deutch (D, FL-21)",http://en.wikipedia.org/wiki/Ted_Deutch
G000560,"Rep. Tom Graves (R, GA-14)",http://en.wikipedia.org/wiki/Tom_Graves
C001088,"Sen. Christopher A. Coons (D, DE)",http://en.wikipedia.org/wiki/Chris_Coons
M001183,"Sen. Joe Manchin, III (D, WV)",http://en.wikipedia.org/wiki/Joe_Manchin
S001188,"Rep. Marlin A. Stutzman (R, IN-3)",http://en.wikipedia.org/wiki/Marlin_Stutzman
R000585,"Rep. Tom Reed (R, NY-23)",http://en.wikipedia.org/wiki/Tom_Reed_(politician)
R000591,"Rep. Martha Roby (R, AL-2)",http://en.wikipedia.org/wiki/Martha_Roby
B001274,"Rep. Mo Brooks (R, AL-5)",http://en.wikipedia.org/wiki/Mo_Brooks
S001185,"Rep. Terri A. Sewell (D, AL-7)",http://en.wikipedia.org/wiki/Terri_Sewell
G000565,"Rep. Paul A. Gosar (R, AZ-4)",http://en.wikipedia.org/wiki/Paul_Gosar
S001183,"Rep. David Schweikert (R, AZ-6)",http://en.wikipedia.org/wiki/David_Schweikert
C001087,"Rep. Eric A. ""Rick"" Crawford (R, AR-1)",http://en.wikipedia.org/wiki/Rick_Crawford_(politician)
G000567,"Rep. Tim Griffin (R, AR-2)",http://en.wikipedia.org/wiki/Timothy_Griffin
W000809,"Rep. Steve Womack (R, AR-3)",http://en.wikipedia.org/wiki/Steve_Womack
D000612,"Rep. Jeff Denham (R, CA-10)",http://en.wikipedia.org/wiki/Jeff_Denham
B001270,"Rep. Karen Bass (D, CA-37)",http://en.wikipedia.org/wiki/Karen_Bass
T000470,"Rep. Scott R. Tipton (R, CO-3)",http://en.wikipedia.org/wiki/Scott_Tipton
G000562,"Rep. Cory Gardner (R, CO-4)",http://en.wikipedia.org/wiki/Cory_Gardner
C001083,"Rep. John C. Carney Jr. (D, DE-0)","http://en.wikipedia.org/wiki/John_C._Carney,_Jr."
S001186,"Rep. Steve Southerland II (R, FL-2)",http://en.wikipedia.org/wiki/Steve_Southerland_(Florida_politician)
N000185,"Rep. Richard B. Nugent (R, FL-11)",http://en.wikipedia.org/wiki/Rich_Nugent
W000806,"Rep. Daniel Webster (R, FL-10)",http://en.wikipedia.org/wiki/Daniel_Webster_(Florida_politician)
R000593,"Rep. Dennis A. Ross (R, FL-15)",http://en.wikipedia.org/wiki/Dennis_A._Ross
W000808,"Rep. Frederica S. Wilson (D, FL-24)",http://en.wikipedia.org/wiki/Frederica_Wilson
W000810,"Rep. Rob Woodall (R, GA-7)",http://en.wikipedia.org/wiki/Rob_Woodall
S001189,"Rep. Austin Scott (R, GA-8)",http://en.wikipedia.org/wiki/Austin_Scott_(politician)
H001050,"Rep. Colleen W. Hanabusa (D, HI-1)",http://en.wikipedia.org/wiki/Colleen_Hanabusa
L000573,"Rep. RaÃºl R. Labrador (R, ID-1)",http://en.wikipedia.org/wiki/Ra%C3%BAl_Labrador
K000378,"Rep. Adam Kinzinger (R, IL-16)",http://en.wikipedia.org/wiki/Adam_Kinzinger
H001059,"Rep. Randy Hultgren (R, IL-14)",http://en.wikipedia.org/wiki/Randy_Hultgren
R000592,"Rep. Todd Rokita (R, IN-4)",http://en.wikipedia.org/wiki/Todd_Rokita
B001275,"Rep. Larry Bucshon (R, IN-8)",http://en.wikipedia.org/wiki/Larry_Bucshon
Y000064,"Rep. Todd C. Young (R, IN-9)",http://en.wikipedia.org/wiki/Todd_Young
H001057,"Rep. Tim Huelskamp (R, KS-1)",http://en.wikipedia.org/wiki/Tim_Huelskamp
Y000063,"Rep. Kevin Yoder (R, KS-3)",http://en.wikipedia.org/wiki/Kevin_Yoder
P000602,"Rep. Mike Pompeo (R, KS-4)",http://en.wikipedia.org/wiki/Mike_Pompeo
R000588,"Rep. Cedric L. Richmond (D, LA-2)",http://en.wikipedia.org/wiki/Cedric_Richmond
H001052,"Rep. Andy Harris (R, MD-1)",http://en.wikipedia.org/wiki/Andrew_P._Harris
K000375,"Rep. William R. Keating (D, MA-9)",http://en.wikipedia.org/wiki/William_R._Keating
B001271,"Rep. Dan Benishek (R, MI-1)",http://en.wikipedia.org/wiki/Dan_Benishek
H001058,"Rep. Bill Huizenga (R, MI-2)",http://en.wikipedia.org/wiki/Bill_Huizenga
A000367,"Rep. Justin Amash (R, MI-3)",http://en.wikipedia.org/wiki/Justin_Amash
N000186,"Rep. Alan Nunnelee (R, MS-1)",http://en.wikipedia.org/wiki/Alan_Nunnelee
P000601,"Rep. Steven M. Palazzo (R, MS-4)",http://en.wikipedia.org/wiki/Steven_Palazzo
H001053,"Rep. Vicky Hartzler (R, MO-4)",http://en.wikipedia.org/wiki/Vicky_Hartzler
L000576,"Rep. Billy Long (R, MO-7)",http://en.wikipedia.org/wiki/Billy_Long
H001055,"Rep. Joseph J. Heck (R, NV-3)",http://en.wikipedia.org/wiki/Joe_Heck
R000594,"Rep. Jon Runyan (R, NJ-3)",http://en.wikipedia.org/wiki/Jon_Runyan
G000569,"Rep. Michael G. Grimm (R, NY-11)",http://en.wikipedia.org/wiki/Michael_Grimm_(politician)
G000564,"Rep. Christopher P. Gibson (R, NY-19)",http://en.wikipedia.org/wiki/Chris_Gibson_(New_York_politician)
H001051,"Rep. Richard L. Hanna (R, NY-22)",http://en.wikipedia.org/wiki/Richard_L._Hanna
E000291,"Rep. Renee L. Ellmers (R, NC-2)",http://en.wikipedia.org/wiki/Renee_Ellmers
J000292,"Rep. Bill Johnson (R, OH-6)",http://en.wikipedia.org/wiki/Bill_Johnson_(Ohio_politician)
S001187,"Rep. Steve Stivers (R, OH-15)",http://en.wikipedia.org/wiki/Steve_Stivers
R000586,"Rep. James B. Renacci (R, OH-16)",http://en.wikipedia.org/wiki/Jim_Renacci
G000563,"Rep. Bob Gibbs (R, OH-7)",http://en.wikipedia.org/wiki/Bob_Gibbs
L000575,"Rep. James Lankford (R, OK-5)",http://en.wikipedia.org/wiki/James_Lankford
K000376,"Rep. Mike Kelly (R, PA-3)",http://en.wikipedia.org/wiki/Mike_Kelly_(Pennsylvania)
M001181,"Rep. Patrick Meehan (R, PA-7)",http://en.wikipedia.org/wiki/Pat_Meehan
M001179,"Rep. Tom Marino (R, PA-10)",http://en.wikipedia.org/wiki/Tom_Marino
B001269,"Rep. Lou Barletta (R, PA-11)",http://en.wikipedia.org/wiki/Lou_Barletta
C001084,"Rep. David N. Cicilline (D, RI-1)",http://en.wikipedia.org/wiki/David_Cicilline
S001184,"Sen. Tim Scott (R, SC)",http://en.wikipedia.org/wiki/Tim_Scott
D000615,"Rep. Jeff Duncan (R, SC-3)",http://en.wikipedia.org/wiki/Jeff_Duncan_(politician)
G000566,"Rep. Trey Gowdy (R, SC-4)",http://en.wikipedia.org/wiki/Trey_Gowdy
M001182,"Rep. Mick Mulvaney (R, SC-5)",http://en.wikipedia.org/wiki/Mick_Mulvaney
N000184,"Rep. Kristi L. Noem (R, SD-0)",http://en.wikipedia.org/wiki/Kristi_Noem
F000459,"Rep. Charles J. ""Chuck"" Fleischmann (R, TN-3)",http://en.wikipedia.org/wiki/Chuck_Fleischmann
D000616,"Rep. Scott DesJarlais (R, TN-4)",http://en.wikipedia.org/wiki/Scott_DesJarlais
B001273,"Rep. Diane Black (R, TN-6)",http://en.wikipedia.org/wiki/Diane_Black
F000458,"Rep. Stephen Lee Fincher (R, TN-8)",http://en.wikipedia.org/wiki/Stephen_Fincher
F000461,"Rep. Bill Flores (R, TX-17)",http://en.wikipedia.org/wiki/Bill_Flores
F000460,"Rep. Blake Farenthold (R, TX-27)",http://en.wikipedia.org/wiki/Blake_Farenthold
R000589,"Rep. E. Scott Rigell (R, VA-2)",http://en.wikipedia.org/wiki/Scott_Rigell
H001060,"Rep. Robert Hurt (R, VA-5)",http://en.wikipedia.org/wiki/Robert_Hurt_(politician)
G000568,"Rep. H. Morgan Griffith (R, VA-9)",http://en.wikipedia.org/wiki/Morgan_Griffith
H001056,"Rep. Jaime Herrera Beutler (R, WA-3)",http://en.wikipedia.org/wiki/Jaime_Herrera_Beutler
M001180,"Rep. David B. McKinley (R, WV-1)",http://en.wikipedia.org/wiki/David_McKinley
D000614,"Rep. Sean P. Duffy (R, WI-7)",http://en.wikipedia.org/wiki/Sean_Duffy
R000587,"Rep. Reid J. Ribble (R, WI-8)",http://en.wikipedia.org/wiki/Reid_Ribble
B001277,"Sen. Richard Blumenthal (D, CT)",http://en.wikipedia.org/wiki/Richard_Blumenthal
R000595,"Sen. Marco Rubio (R, FL)",http://en.wikipedia.org/wiki/Marco_Rubio
P000603,"Sen. Rand Paul (R, KY)",http://en.wikipedia.org/wiki/Rand_Paul
A000368,"Sen. Kelly Ayotte (R, NH)",http://en.wikipedia.org/wiki/Kelly_Ayotte
H001061,"Sen. John Hoeven (R, ND)",http://en.wikipedia.org/wiki/John_Hoeven
L000577,"Sen. Mike Lee (R, UT)",http://en.wikipedia.org/wiki/Mike_Lee_(U.S._politician)
J000293,"Sen. Ron Johnson (R, WI)",http://en.wikipedia.org/wiki/Ron_Johnson_(U.S._politician)
H001063,"Rep. Janice Hahn (D, CA-44)",http://en.wikipedia.org/wiki/Janice_Hahn
A000369,"Rep. Mark E. Amodei (R, NV-2)",http://en.wikipedia.org/wiki/Mark_Amodei
B001278,"Rep. Suzanne Bonamici (D, OR-1)",http://en.wikipedia.org/wiki/Suzanne_Bonamici
B001279,"Rep. Ron Barber (D, AZ-2)",http://en.wikipedia.org/wiki/Ron_Barber
M001184,"Rep. Thomas Massie (R, KY-4)",http://en.wikipedia.org/wiki/Thomas_Massie
D000617,"Rep. Suzan K. DelBene (D, WA-1)",http://en.wikipedia.org/wiki/Suzan_DelBene
P000604,"Rep. Donald M. Payne Jr. (D, NJ-10)",http://en.wikipedia.org/wiki/Donald_M._Payne
S001194,"Sen. Brian Schatz (D, HI)",http://en.wikipedia.org/wiki/Brian_Schatz
C001095,"Rep. Tom Cotton (R, AR-4)",http://en.wikipedia.org/wiki/Tom_Cotton
S001191,"Rep. Kyrsten Sinema (D, AZ-9)",http://en.wikipedia.org/wiki/Kyrsten_Sinema
L000578,"Rep. Doug LaMalfa (R, CA-1)",http://en.wikipedia.org/wiki/Doug_LaMalfa
H001068,"Rep. Jared Huffman (D, CA-2)",http://en.wikipedia.org/wiki/Jared_Huffman
B001287,"Rep. Ami Bera (D, CA-7)",http://en.wikipedia.org/wiki/Ami_Bera
C001094,"Rep. Paul Cook (R, CA-8)",http://en.wikipedia.org/wiki/Paul_Cook_(politician)
S001193,"Rep. Eric Swalwell (D, CA-15)",http://en.wikipedia.org/wiki/Eric_Swalwell
V000129,"Rep. David G. Valadao (R, CA-21)",http://en.wikipedia.org/wiki/David_Valadao
B001285,"Rep. Julia Brownley (D, CA-26)",http://en.wikipedia.org/wiki/Julia_Brownley
C001097,"Rep. Tony CÃ¡rdenas (D, CA-29)",http://en.wikipedia.org/wiki/Tony_Cardenas
N000187,"Rep. Gloria Negrete McLeod (D, CA-35)",http://en.wikipedia.org/wiki/Gloria_Negrete_McLeod
R000599,"Rep. Raul Ruiz (D, CA-36)",http://en.wikipedia.org/wiki/Raul_Ruiz_(politician)
T000472,"Rep. Mark Takano (D, CA-41)",http://en.wikipedia.org/wiki/Mark_Takano
L000579,"Rep. Alan S. Lowenthal (D, CA-47)",http://en.wikipedia.org/wiki/Alan_Lowenthal
V000130,"Rep. Juan Vargas (D, CA-51)",http://en.wikipedia.org/wiki/Juan_Vargas
P000608,"Rep. Scott H. Peters (D, CA-52)",http://en.wikipedia.org/wiki/Scott_Peters_(politician)
E000293,"Rep. Elizabeth H. Esty (D, CT-5)",http://en.wikipedia.org/wiki/Elizabeth_Esty
Y000065,"Rep. Ted S. Yoho (R, FL-3)",http://en.wikipedia.org/wiki/Ted_Yoho
D000621,"Rep. Ron DeSantis (R, FL-6)",http://en.wikipedia.org/wiki/Ron_DeSantis
M001191,"Rep. Patrick Murphy (D, FL-18)",http://en.wikipedia.org/wiki/Patrick_Murphy_(Florida_politician)
R000596,"Rep. Trey Radel (R, FL-19)",http://en.wikipedia.org/wiki/Trey_Radel
F000462,"Rep. Lois Frankel (D, FL-22)",http://en.wikipedia.org/wiki/Lois_Frankel
G000573,"Rep. Joe Garcia (D, FL-26)",http://en.wikipedia.org/wiki/Joe_Garcia
C001093,"Rep. Doug Collins (R, GA-9)",http://en.wikipedia.org/wiki/Doug_Collins_(politician)
G000571,"Rep. Tulsi Gabbard (D, HI-2)",http://en.wikipedia.org/wiki/Tulsi_Gabbard
D000622,"Rep. Tammy Duckworth (D, IL-8)",http://en.wikipedia.org/wiki/Tammy_Duckworth
S001190,"Rep. Bradley S. Schneider (D, IL-10)",http://en.wikipedia.org/wiki/Brad_Schneider
E000292,"Rep. William L. Enyart (D, IL-12)",http://en.wikipedia.org/wiki/William_Enyart
D000619,"Rep. Rodney Davis (R, IL-13)",http://en.wikipedia.org/wiki/Rodney_L._Davis
B001286,"Rep. Cheri Bustos (D, IL-17)",http://en.wikipedia.org/wiki/Cheri_Bustos
W000813,"Rep. Jackie Walorski (R, IN-2)",http://en.wikipedia.org/wiki/Jackie_Walorski
B001284,"Rep. Susan W. Brooks (R, IN-5)",http://en.wikipedia.org/wiki/Susan_Brooks
M001189,"Rep. Luke Messer (R, IN-6)",http://en.wikipedia.org/wiki/Luke_Messer
B001282,"Rep. Garland  ""Andy"" Barr (R, KY-6)",http://en.wikipedia.org/wiki/Andy_Barr_(U.S._politician)
W000817,"Sen. Elizabeth Warren (D, MA)",http://en.wikipedia.org/wiki/Elizabeth_Warren
K000379,"Rep. Joseph P. Kennedy III (D, MA-4)",http://en.wikipedia.org/wiki/Joseph_P._Kennedy_III
D000620,"Rep. John K. Delaney (D, MD-6)",http://en.wikipedia.org/wiki/John_Delaney_(Maryland_politician)
K000383,"Sen. Angus S. King, Jr. (I, ME)",http://en.wikipedia.org/wiki/Angus_King
K000380,"Rep. Daniel T. Kildee (D, MI-5)",http://en.wikipedia.org/wiki/Dan_Kildee
B001280,"Rep. Kerry L. Bentivolio (R, MI-11)",http://en.wikipedia.org/wiki/Kerry_Bentivolio
W000812,"Rep. Ann Wagner (R, MO-2)",http://en.wikipedia.org/wiki/Ann_Wagner
D000618,"Rep. Steve Daines (R, MT-0)",http://en.wikipedia.org/wiki/Steve_Daines
H001067,"Rep. Richard Hudson (R, NC-8)",http://en.wikipedia.org/wiki/Richard_Hudson_(North_Carolina_politician)
P000606,"Rep. Robert Pittenger (R, NC-9)",http://en.wikipedia.org/wiki/Robert_Pittenger
M001187,"Rep. Mark Meadows (R, NC-11)",http://en.wikipedia.org/wiki/Mark_Meadows_(North_Carolina_politician)
H001065,"Rep. George Holding (R, NC-13)",http://en.wikipedia.org/wiki/George_Holding
H001069,"Sen. Heidi Heitkamp (D, ND)",http://en.wikipedia.org/wiki/Heidi_Heitkamp
C001096,"Rep. Kevin Cramer (R, ND-0)",http://en.wikipedia.org/wiki/Kevin_Cramer
F000463,"Sen. Deb Fischer (R, NE)",http://en.wikipedia.org/wiki/Sen._Deb_Fischer
K000382,"Rep. Ann M. Kuster (D, NH-2)",http://en.wikipedia.org/wiki/Ann_McLane_Kuster
L000580,"Rep. Michelle Lujan Grisham (D, NM-1)",http://en.wikipedia.org/wiki/Michelle_Lujan_Grisham
H001066,"Rep. Steven A. Horsford (D, NV-4)",http://en.wikipedia.org/wiki/Steven_Horsford
M001188,"Rep. Grace Meng (D, NY-6)",http://en.wikipedia.org/wiki/Grace_Meng
J000294,"Rep. Hakeem S. Jeffries (D, NY-8)",http://en.wikipedia.org/wiki/Hakeem_Jeffries
M001185,"Rep. Sean Patrick Maloney (D, NY-18)",http://en.wikipedia.org/wiki/Sean_Patrick_Maloney
C001092,"Rep. Chris Collins (R, NY-27)",http://en.wikipedia.org/wiki/Chris_Collins_(American_politician)
W000815,"Rep. Brad R. Wenstrup (R, OH-2)",http://en.wikipedia.org/wiki/Brad_Wenstrup
B001281,"Rep. Joyce Beatty (D, OH-3)",http://en.wikipedia.org/wiki/Joyce_Beatty
J000295,"Rep. David P. Joyce (R, OH-14)",http://en.wikipedia.org/wiki/David_Joyce_(politician)
B001283,"Rep. Jim Bridenstine (R, OK-1)",http://en.wikipedia.org/wiki/Jim_Bridenstine
M001190,"Rep. Markwayne Mullin (R, OK-2)",http://en.wikipedia.org/wiki/Markwayne_Mullin
P000605,"Rep. Scott Perry (R, PA-4)",http://en.wikipedia.org/wiki/Scott_Perry_(politician)
R000598,"Rep. Keith J. Rothfus (R, PA-12)",http://en.wikipedia.org/wiki/Keith_Rothfus
C001090,"Rep. Matthew A. Cartwright (D, PA-17)",http://en.wikipedia.org/wiki/Matt_Cartwright
R000597,"Rep. Tom Rice (R, SC-7)",http://en.wikipedia.org/wiki/Tom_Rice
C001098,"Sen. Ted Cruz (R, TX)",http://en.wikipedia.org/wiki/Ted_Cruz
W000814,"Rep. Randy K. Weber Sr. (R, TX-14)",http://en.wikipedia.org/wiki/Randy_Weber
O000170,"Rep. Beto O'Rourke (D, TX-16)",http://en.wikipedia.org/wiki/Beto_O%27Rourke
