com_code,com_name,wikipedia_link
HIG00,Permanent Select Committee on Intelligence,http://en.wikipedia.org/wiki/United_States_House_Permanent_Select_Committee_on_Intelligence
HIG05,Technical and Tactical Intelligence Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Intelligence_Subcommittee_on_Technical_and_Tactical_Intelligence
HIG08,"Terrorism, Human Intelligence, Analysis, and Counterintelligence Subcommittee","https://en.wikipedia.org/wiki/United_States_House_Intelligence_Subcommittee_on_Terrorism,_HUMINT,_Analysis_and_Counterintelligence"
HIG09,Oversight and Investigations Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Intelligence_Subcommittee_on_Oversight_and_Investigations
HII00,Committee on Natural Resources,https://en.wikipedia.org/wiki/United_States_House_Committee_on_Natural_Resources
HII06,Energy and Mineral Resources Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Natural_Resources_Subcommittee_on_Energy_and_Mineral_Resources
HII10,"National Parks, Forests and Public Lands Subcommittee",http://en.wikipedia.org/wiki/United_States_House_Natural_Resources_Subcommittee_on_Public_Lands_and_Environmental_Regulation
HII13,Water and Power Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Natural_Resources_Subcommittee_on_Water_and_Power
HII22,"Fisheries, Wildlife, Oceans and Insular Affairs Subcommittee","http://en.wikipedia.org/wiki/United_States_House_Natural_Resources_Subcommittee_on_Fisheries,_Wildlife,_Oceans_and_Insular_Affairs"
HII24,Indian and Alaska Native Affairs Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Natural_Resources_Subcommittee_on_Indian_and_Alaska_Native_Affairs
HJU00,Committee on the Judiciary,http://en.wikipedia.org/wiki/United_States_House_Committee_on_the_Judiciary
HJU01,Immigration Policy and Enforcement Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Judiciary_Subcommittee_on_Immigration_Policy_and_Border_Security
HJU03,"Courts, Commercial and Administrative Law Subcommittee",http://en.wikipedia.org/wiki/United_States_House_Judiciary_Subcommittee_on_Courts%2C_Commercial_and_Administrative_Law
HJU08,"Crime, Terrorism, and Homeland Security Subcommittee","http://en.wikipedia.org/wiki/United_States_House_Judiciary_Subcommittee_on_Crime,_Terrorism,_Homeland_Security_and_Investigations"
HJU10,The Constitution Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Judiciary_Subcommittee_on_the_Constitution_and_Civil_Justice
HJU12,"Intellectual Property, Competition, and the Internet Subcommittee",
HPW00,Committee on Transportation and Infrastructure,http://en.wikipedia.org/wiki/United_States_House_Committee_on_Transportation_and_Infrastructure
HPW02,Water Resources and Environment Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Transportation_Subcommittee_on_Water_Resources_and_Environment
HPW05,Aviation Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Transportation_Subcommittee_on_Aviation
HPW07,Coast Guard and Maritime Transportation Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Transportation_Subcommittee_on_Coast_Guard_and_Maritime_Transportation
HPW12,Highways and Transit Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Transportation_Subcommittee_on_Highways_and_Transit
HPW13,"Economic Development, Public Buildings, and Emergency Management Subcommittee","http://en.wikipedia.org/wiki/United_States_House_Transportation_Subcommittee_on_Economic_Development,_Public_Buildings_and_Emergency_Management"
HPW14,"Railroads, Pipelines, and Hazardous Materials Subcommittee","http://en.wikipedia.org/wiki/United_States_House_Transportation_Subcommittee_on_Railroads,_Pipelines,_and_Hazardous_Materials"
HRU00,Committee on Rules,http://en.wikipedia.org/wiki/United_States_House_Committee_on_Rules
HRU02,Legislative and Budget Process Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Rules_Subcommittee_on_Legislative_and_Budget_Process
HRU04,Rules and Organization of the House Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Rules_Subcommittee_on_Rules_and_the_Organization_of_the_House
HSM00,Committee on Small Business,http://en.wikipedia.org/wiki/United_States_House_Committee_on_Small_Business
HSM23,Contracting and Workforce Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Small_Business_Subcommittee_on_Contracting_and_Workforce
HSM24,"Investigations, Oversight and Regulations Subcommittee","http://en.wikipedia.org/wiki/United_States_House_Small_Business_Subcommittee_on_Investigations,_Oversight_and_Regulations"
HSM25,"Agriculture, Energy and Trade Subcommittee","http://en.wikipedia.org/wiki/United_States_House_Small_Business_Subcommittee_on_Agriculture,_Energy_and_Trade"
HSM26,Healthcare and Technology Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Small_Business_Subcommittee_on_Health_and_Technology
HSM27,"Economic Growth, Tax and Capital Access Subcommittee","https://en.wikipedia.org/wiki/United_States_House_Small_Business_Subcommittee_on_Economic_Growth,_Tax_and_Capital_Access"
HSO00,Committee on Ethics,https://en.wikipedia.org/wiki/United_States_House_Committee_on_Ethics
HSY00,"Committee on Science, Space, and Technology","http://en.wikipedia.org/wiki/United_States_House_Committee_on_Science,_Space_and_Technology"
HSY14,Research and Science Education Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Science_Subcommittee_on_Research
HSY16,Space and Aeronautics Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Science_Subcommittee_on_Space
HSY19,Technology and Innovation Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Science_Subcommittee_on_Technology
HSY20,Energy and Environment Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Science_Subcommittee_on_Energy
HSY21,Investigations and Oversight Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Science_Subcommittee_on_Oversight
HVR00,Committee on Veterans’ Affairs,http://en.wikipedia.org/wiki/United_States_House_Committee_on_Veterans'_Affairs
HVR03,Health Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Veterans'_Affairs_Subcommittee_on_Health
HVR08,Oversight and Investigations Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Veterans'_Affairs_Subcommittee_on_Oversight_and_Investigations
HVR09,Disability Assistance and Memorial Affairs Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Veterans'_Affairs_Subcommittee_on_Disability_Assistance_and_Memorial_Affairs
HVR10,Economic Opportunity Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Veterans'_Affairs_Subcommittee_on_Economic_Opportunity
HWM00,Committee on Ways and Means,https://en.wikipedia.org/wiki/United_States_House_Committee_on_Ways_and_Means
HWM01,Social Security Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Ways_and_Means_Subcommittee_on_Social_Security
HWM02,Health Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Ways_and_Means_Subcommittee_on_Human_Resources
HWM03,Human Resources Subcommittee,
HWM04,Trade Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Ways_and_Means_Subcommittee_on_Trade
HWM05,Select Revenue Measures Subcommittee,http://en.wikipedia.org/wiki/United_States_House_Ways_and_Means_Subcommittee_on_Select_Revenue_Measures
HWM06,Oversight Subcommittee,
